qstr_Next_Page|다음 페이지
qstr_I_do_not_have_such_a|거래할 보석이 {reg63?없군:없네요}
qstr_No_I_am_not_interest|광산이라... 별로 내키지 {reg63?않는군:않네요}.
qstr__You_have_discovered| 숨겨진 장소 '알-아지즈' 광산을 발견했습니다!
qstr_^Unfortunately_after|^불행히도, 무슨 조합이든 3번을 쓰면 경이로운 연금효과가 사라지고, 그 이후에는 효능이 절반으로 줄어듭니다.
qstr__Your_Strength_Agili| 당신의 힘, 민첩, 매력이 {reg2} 증가되었습니다.
qstr__Your_weapon_profici| 당신의 무기숙련도가 {reg3} 증가되었습니다.
qstr__Your_Intelligence_h| 당신의 지능이 {reg2} 증가되었습니다.
qstr__{s5}_s_Strength_Agi| {s5}' 힘, 민첩, 매력이 증가했습니다 !
qstr__{s5}_s_Intelligence| {s5}' 지능이 증가했습니다!
qstr__{s5}_s_weapon_profi| {s5}' 무기숙련도가 증가했습니다!
qstr_{s16}_They_also_say_|{s16} 그들은 또한 그녀의 미모가 유명하다고 합니다.
qstr_A_villager_from_{s7}| {s7}의 주민이 그들의 마을을 은신처로 사용하는 도적들로부터 구해달라고 부탁했습니다.
qstr_If_ye_be_looking_for| {reg63?경:부인}께서 현상금 사냥꾼을 찾고있다면 {reg3?나와 {reg4?{reg3}명의 내 동료들이:나의 동료들 중 하나가} :}유능한 대장을 찾고 있다고 말하고 싶군요.
qstr_Well_met_my_{reg63?L| 만나서 반갑군요, {reg63?나리:아가씨}. 만약 전사들을 찾는다면 더 이상 헤맬 필요가 없습니다! {reg3?나와 {reg4?{reg3}명의 전우들이:전우들 중의 하나가} :} 돈을 벌기위해 {reg3?우리:내} 창을 쓰는 일을 찾고 있어요.
qstr_Well_met_my_{reg63?Lo| 마침 잘 만났습니다, {reg63?나리:아가씨}. {reg3?저와 {reg4?{reg3}명의 제 친구들이:친구들 중 하나가} :}모험을 함께할 유능한 대장을 찾고 있습니다.
qstr_Aye_{reg63?Lord:Lady| {reg63?나리:아가씨}, {reg3?저와 {reg4?{reg3}명의 친구들이:친구들 중 하나가} :}와인으로 배를 채우고 {reg3?우리:내} 주머니에 디나르를 두둑히 채워 줄 야를을 찾고 있습니다.
qstr_We_are_Jatu_{reg63?L| 우리는 자투입니다, {reg63?나리:아가씨}. {reg3?나와 {reg4?{reg3}명의 나의 사냥 형제들이:나의 사냥 형제들 중 하나가} :}{reg3?우리:내} 창의 영광을 이끌어줄 선도자를 찾고 있소.
qstr_Well_met_{reg63?Lord| 마침 잘 만났소 {reg63?나리:아가씨} 전사. {reg3?나와 {reg4?{reg3}명의 내 하이랜드 형제들이:하이랜드 형제들 중 한명이} :}{reg3?우리:내} 강철을 지도해 줄만한 대장을 찾고 있소.
qstr_Aya_good_{reg63?Lord| 선량하신 {reg63?나리:아가씨}. {reg3?저와 {reg4?{reg3}명의 제 친구들이:제 친구들 중 한명이} :}궁핍한 생계를 해결하고자 합니다. {reg3?저희에게:제게}기회만 주신다면 기꺼이 따르겠습니다.
qstr_Hail_good_{reg63?Lor| 만나서 반갑습니다, {reg63?나리:아가씨}. {reg3?나와 {reg4?{reg3}명의 자매들이:자매들 중 하나가} :}섬길만한 유능한 대장을 찾고 있습니다.
qstr_Hai_{reg63?Lord:Lady| 반갑소 {reg63?나리:아가씨} 대장! {reg3?나와 {reg4?{reg3}명의 내 동료들이:내 동료 중 한명이} :}{reg3?우리:나}를 이 낯선 땅에서 승리로 이끌어 줄 유명한 대장을 찾고 있소.
qstr_Salute_{reg63?Lord:L| 일동 경례, {reg63?나리:아가씨} 대장! {reg3?저와 {reg4?{reg3}명의 제 자매들이:제 동료들 중 한명이} :}침대에서 데리고 놀 성노예들을 구할 돈을 벌만한 대장을 찾고 있습니다.
qstr_Oi!_Sein_Captain!_{r| 반갑습니다! 명예로운 대장님! {reg3?나와 {reg4?{reg3}명의 내 자유 형제들이:내 자유 형제들 중 한명이} :}위엄이 있으면서도, 흐음, 우리가 흔히 말하는, 돈이 될 것 같은 대장을 구하고 있습니다! {reg3?우린:나는} {reg3?우리의:내} 솜씨로 돈을 벌어 와인, 여자 그리고 노래도 사려고 합니다.
qstr_Saludos_camarada!_{r| 살루도스 카마라다! {reg3?나와 {reg4?{reg3}명의 내 아미고 병사들이:내 아미고 병사들 중 한명이} :}짜극적인 모험을 즐기며 교활한 찌도짜를 따르는 무리를 찾고 있찌요! 바클레이의 옛 말에 따라 : 쩡복, 영광 그리고 금화.
qstr_Do_you_have_a_need_f| 검을 좀 쓰는 친구들이 필요하지 않습니까, {reg63?나리:아가씨}? 저와 {reg4?{reg3}명의 전우들이:전우들 중 하나가} 대장을 찾고 있습니다.
qstr_You_chose_well_{reg6| 잘 선택하셨습니다, {reg63?경:부인}. 내 사내들은 어떻게 약속을 지키고, 돈값을 하는지 알고있습니다.
qstr_Well_done_{reg63?sir| 좋아요, {reg63?경:부인}. 우리 앞 길에 돈과 술만 차려준다면 펜도르에서 당신이 두려워할 적은 없을 겁니다.
qstr_We_are_at_your_servi| 이젠 당신을 따르겠소, {reg63?경:부인}. 우리가 싸울 위치를 가르키기만 하시오, 나머지는 다 처리하리다.
qstr_current_relations_wi|현재 마을과의 관계도 : {reg40}
qstr_The_Guildmaster_of_{| {s13}의 길드 마스터가 당신에게 도시 외곽에 있는 도적들을 처리해 달라고 요구했습니다.
qstr_{s9}_of_{s3}_asked_y| {s3}의 {s9}이(가) 당신에게 {reg5}만큼의 {s6}을(를) {s4}에 있는 선술집에 7일 안에 배달해달라고 요청했습니다.
qstr_Escort_the_merchant_| 상단을 {s8}까지 호위하십시오.
qstr_Merchant_{s9}_of_{s4| {s4}의 상인인 {s9}이(가) 당신에게 도시 주변의 성가신 도적들을 처리해달라고 요청했습니다.
qstr_Guildmaster_of_{s4}_| {s4}의 길드 마스터는 도적들에게 유괴된 소녀를 되찾아오기 위하여 당신에게 {reg12} 디나르를 주었습니다. {s3} 근처에서 도적들을 만나 몸값을 주어야만 합니다. 그 뒤 소녀를 {s4}(으)로 다시 데리고 돌아와야 합니다.
qstr_Guildmaster_of_{s4}_p|{s4}의 길드 마스터가 만약 당신이 {s12}, {s13}이(가) 더 이상 {s15}, {s14}사이의 평화를 위태롭게 만들지 않으면 {reg12} 디나르를 준다고 약속했습니다. 이를 위해, 양쪽을 납득시키던지 평화협정이 만들어질 때까지 포로로 잡아둬야 합니다.
qstr_The_Guildmaster_of_{s| {s14}의 길드마스터가 {s14}의 거리를 위협하는 도적 무리를 처리해달라고 요청했습니다. 그들은 밤에만 나오고, 혼자 여행하는 여행자만을 공격합니다.
qstr_Guildmaster_of_{s10}| {s10}의 길드 마스터가 소 떼를 {s13}까지 이동시켜달라고 요청했습니다. 보답으로 {reg8} 디나르를 받게 될 것입니다.
qstr_Pippa|핍파
qstr_Daisy|데이지
qstr_Betsy|벳시
qstr_Princess|공주
qstr_{s5}|{s5}
qstr_He_is_not_commanding| 지금으로선, 그가 어떤 사람도 지휘하지 않습니다.
qstr_He_currently_command| 그는 지금 {reg1?{reg0}의 사람과 부상당한 {reg1}의:{reg0}의} 사람을 지휘합니다.
qstr_The_elder_of_the_vil| {s3}의 촌장이 당신에게 곡물 {reg5}꾸러미를 가져다주기를 요청합니다.
qstr_The_elder_of_the_vill| {s13}의 촌장이 도적에 대항할 {reg5}명의 농부를 훈련시켜 달라고 요청합니다.
qstr_The_elder_of_the_villa| {s3}의 촌장이 당신에게 소 {reg5}마리를 데려와 달라고 요청합니다.
qstr_The_elder_of_the_villag| {s3}의 촌장이 {s5}의 손아귀에서 딸을 구해달라고 요청합니다.
qstr_The_elder_of_the_village| {s5}의 촌장이 {s3}(으)로 가는 상행단을 호위해 달라고 요청합니다.
qstr_{s1}_Trading_Party|{s1} 상행단
qstr_Red_Brotherhood_Ambu|붉은형제단 매복 무리
qstr_{s16}_and_{s15}|{s16} 그리고 {s15}
qstr_I_can_smell_a_fat_pu| 난 두둑한 지갑의 냄새를 1마일이 떨어져 있어도 맡을 수 있지. 내 생각엔 자네 지갑이 가벼워 질 수도 있을 것 같은데, 응?
qstr_Why_it_be_another_tr| 이야, 또 다른 여행자로군, 길에서 마주치는 행운이 있다니! 이 나라는 자네 같이 좋은 {reg63?친구:아가씨}가 여행하기에는 위험하다고 경고하고 싶군. 만약, 우리에게 작은 기부를 한다면 목적지까지 바로가게 해주겠네, 어때?
qstr_Well_well_look_at_th| 좋아 좋아, 여길 봐! 자네가 약간의 돈을 내놓는게 최선의 선택이 될거야. 만약 거부한다면, 나와 내 아이들이 널 박살내주지!
qstr_There_s_a_toll_for_p| 여기를 지나려면 우리에게 통행세를 내야해. 그러니 괜찮다면, 우리의 권한으로 자네들의 지갑을 걷어가겠네.
qstr_Another_fool_come_to| 또 다른 멍청한 {reg63?새끼가:년이} 내 무기에 몸을 던지는군, 좋아. 피를 보자구!
qstr_We_re_not_afraid_of_| {reg63?애송이 새끼야:애송이 년아}, 우리는 겁내지 않아. 머리통을 부술 시간이다!
qstr_That_was_a_mistake._| 실수하는군. 이제 네놈에게 길고 고통스러운 죽음을 선사해주마.
qstr_Brave_words._Let_s_s| 용감한 말이군. 어디 네놈이 뱉은 말을 주워담을 수 있는지 보자구, 새끼야!
qstr_Bandits_like_you_nev| 너희 같은 도둑놈들은 절대 살면서 깨달을 수 없지!
qstr_Congratulations_you_|축하합니다. 이스터에그를 찾아내셨습니다!
qstr_...or_perhaps_if_you| ... 아니면 만약 당신이 괜찮다면, 당신과 친구가 됐으니 부탁하는 것인데, 내가 당신의 가신이 되는것을 허락해주시오.
qstr_...I_see_that_you_ar| ... 당신이 내 무기를 뚫어져라 보는걸 봤네, 파렴치하군. 날 풀어준다면 이걸 주겠네.
qstr_Very_well_friend_I_w| 아주 좋군, 친구. 자네의 충성 서약을 받아들이지.
qstr_A_{s5}?_Well..._Yes_| {s5}? 음... 예, 그런거 같습니다. 참으로 이상한 질문이군요.
qstr_Eh?_No_it_most_certa| 에? 아뇨, 그건 거의 확실히 {s5}은(는) 아니에요. 제가 당신이라면, 내 눈높이에 맞춰서 질문을 던지겠어요.
qstr_This_is_the_{reg4?to| 이곳은 {s5} {reg4?도시:}입니다 {reg63?경:부인}.
qstr_{s6}_Our_{reg4?town:|우리의 {reg4?도시:} {s6} 그리고 이 주변 지역은 물론 당신의 지배하에 있습니다. {reg63?나리:아가씨}.
qstr_{s6}_Our_{reg4?town:v|우리의 {reg4?도시:} {s6} 그리고 이 주변 지역은 {s8} {s7}의 관할입니다.
qstr_{s3}_and_{s5}|{s3} 그리고 {s5}
qstr_{reg20?We_mostly_pro|{reg20?이곳에서는 주로 {s5}를 생산합니다:최근에는 이곳에서 생산되는 것이 없습니다}. 더 알고 싶은게 있다면 {reg4?길드 마스터와:마을 촌장을} 만나 얘기를 해보세요. 그는 가까운 맞은 편에 있습니다.
qstr_Question_travelers_i| 최근 사교도의 활동에 대한 단서를 선술집 여행자들에게 물어 보세요.
qstr_Find_and_destroy_the|{s8} 근처의 사교도 근거지를 찾아 파괴하세요.
qstr_{playername}|{playername}
qstr_honored_Founder|명예로운 설립자
qstr_dear_{reg63?brother:|친애하는 {reg63?형제여:자매여}
qstr_The_Lazy_POP_Develop|게으른 POP 개발자들
qstr_{s6}_and_{s7}|{s6} 그리고 {s7}
qstr_{s6}_and_any_{s7}_to|{s6}, 그리고 모든 {s7}
qstr_{s6}|{s6}
qstr_The_{s9}_asked_you_t|{s9}이(가) 당신에게 {s8}부대를 쓰러뜨리라고 요청했습니다,^그 과정에서 {reg4} 이상의 계급 점수를 더 받을 수 있습니다.
qstr_Current_progress:_0/| 현재 진행상황 : 0/{reg4}.
qstr_You_received_a_{s11}|당신은 {s11}을(를) 받았습니다.!
qstr_You_received_{s11}!|당신은 {s11}을(를) 받았습니다.!
qstr_{s11}_joined_your_pa|{s11}이(가) 부대에 합류했습니다!
qstr_The_{s9}_asked_you_to|{s9}은(는) 당신이 {s8}의 토너먼트에서 승리하여 그 기사단들에게 명예를 안겨달라고 합니다.
qstr_The_{s9}_asked_you_to_|{s9}은(는) 당신이 오직 그들의 기사단 병력만으로 승리하여 {reg8} 명성을 달성해 명예를 안겨달라고 합니다. 진행하는 동안에는 신병 고용이나 포로 합류가 되지 않습니다. ^당신의 본 부대는 임무가 끝난 뒤에 복귀할 것입니다.
qstr_Renown_earned_so_far:|목표까지 획득한 명성: 0.
qstr_Rival_Patrol|경쟁 기사단 순찰대
qstr_The_{s11}_asked_you_|{s11}은(는) {s10} 부근의 {s8} 순찰대를 패퇴시키라고 합니다.
qstr_Greetings_{reg63?Kin|인사 드립니다, {playername} {reg63?왕:여왕}이시여.^저는 자유형제단을 이끄는 대장 게르하르트입니다. 저희는 메테하임에서 가장 규율잡힌 용병으로 명성이 높습니다.
qstr_Hail_foreign_{reg63?|이국의 {reg63?왕:여왕} 만세. 저는 토빅이라 합니다.베카비아의 비거세병이며, 이들은 베카비아 이탈자로 구성된 나의 충직한 전투부대입니다. ^우리는 고향에 있는 여자들의 탄압과 불평등을 피해 펜도르에 왔습니다만, 더한 불평등만 목격했습니다. 폐하의 여자들은 베카비아의 남자보다 더 못한 취급을 받고 있습니다. ^언젠가, 정의의 이름으로 강물이 피로 붉게 흐르고... 아, 그전까진, 폐하와 같은 펜도르의 강자를 섬기겠습니다.
qstr_Greetings_from_Barcl|바클레이 최고의 부대가 인사 드립니다. {playername} {reg63?왕:여왕}이시여!^저는 완벽한 깃발의 벨라스코 듀랑데라고 하며, 바클레이 제1 근위대를 이끌고 있습니다.^저희는 악랄한 탈주자인 루피오를 잡아 그의 머리를 제국으로 가져가기 위해 펜도르에 왔습니다.^그 동안에, 우리가 가장 잘할 수 있는 일을 계속해서 기쁩니다, 살인을요.
qstr_Hail_{reg63?King:Que|{reg63?왕:여왕}이시여 만세!^폐하께서 펜도르에 있는 멜리틴인들을 돕는 수고를 마다하시지 않으신다는 소식을 듣고 왔습니다. 저는 제 부대와 함께 사교도의 동향을 조사하기 위해 여기에 당도했습니다. 허나, 그들의 강력함을 홀로 감당하기엔 시기상조인지라, 폐하를 지켜보며 보필하고자 합니다.
qstr_Good_day_{reg63?King|좋은날입니다, {playername} {reg63?왕:여왕}이시여! 말레온 시민들의 자부심을 고용하신건 탁월한 선택이었습니다.^저는 그랑딜론이며, 살레온 최고의 기수들인 말레온 제1 기병대의 지휘관입니다. 저희 가운데에 그 위대한 도시 출신의 가장 저명하고 자부심 있는 시민들이 있습니다. - 저희를 존중으로 대해 주시면 전장에서 저희가 폐하의 적들을 쓸어버리겠습니다.
qstr_Greetings_your_Majes|인사 드리옵니다, 폐하. 제 소개를 올리자면, 저는 유니콘 기사단의 티모시 경이라고 하옵니다. 폐하의 부름에 따라 여기 당도했습니다. 제 기사들과 충직한 부하들은 폐하의 명을 받잡겠습니다.
qstr_Hello_friend!_I_ve_h|안녕, 친구! 네가 "용변"할 누군가를 필요로 한다고 들어서 말이야... 어... 네 병력을 강화하고, 펜도르인들의 안녕을 위한 모든걸, 나도 바래.^나는 전투경험이 있는 괜찮은 형제들을 모아 무리를 이뤘는데, 일부는 나를 만나기전까지 포로상태였어.^땡전으로 상당한 죄수들이 잡히기도 풀리기도, 우리는 우리의 적들에게 복수를 가할거야... 어... 네 친구와 동지들에게 가한 어떤 악행이든지 말야. 아니면 내 친구와 동지들. 우린 '사유'를 찾을거야, 난 확신해.
qstr_Hail_I_am_Sir_Morcas|만세, 저는 모카스 베랄 경이며, 그 유명한 백사자 여단을 이끌고 있습니다. 저희는 북부와 심장지대를 통합하려 하는 어떤 그 누구와도 싸울 것입니다. 그런데, 저희 재무상태가 최근 심각하게 악화되어, 저희에게 대금을 지불해 주신다면 기꺼이 힘을 빌려들겠습니다.
qstr_Salam!_May_your_gard|살람! 아마도 당신의 정원은 활짝 핀 장미로 가득할 것이며 당신의 침소는 많은 시녀와 하인들이 함께 하겠지요.^피루즈는 당신의 위업을 듣고 섬기려 왔습니다, 위대한 샤이시어. ^그가 필요한 것은 오직 수수한 선물인 금화 - 한낱 금붙이가 싱갈족의 가장 강력한 친구 - 노예들에겐 변변치 않은 몫.
qstr_Hazah_Jatu!_Shiruzah|하자 자투! 쉬루자, 인다르의 점지자, 당신에게 경례한다.^쉬루자는 거짓 퇴각으로 전장을 벗어나던 중 화살에 맞았다. 군주들은 겁쟁이라며 쉬루자를 추방해 버렸다. 그러나 화살은 인다르님의 것 - 나는 살아남았고 지금은 그분께서 날 굽어 살피신다. 인다르님은 그의 점지자를 인도하시사, 오늘 나는 너를 만나게 되었노라.
qstr_So_you_are_the_new_{|그래서 당신이 내가 들은 새로운 {reg63?왕:여왕}이구만.^이 말은 꼭 해야겠는데, 나를 불러줘서 정말 기뻐. 이건 나를 펜도르의 모든 군주들에게 다시 권리를 요구 할 수 있게 해줄뿐 아니라 당신이 벌인 모든 문제와 비극에 대해 개인적으로 감사를 표할 기회를 주니까. 너는 새 왕국을 설립하는게 내 일에 얼마나 유익한지 전혀 모를거야.
