xstr_no_string|NO STRING!
str__may_need_help_rescuing_an_imprisoned_family_member|이(가) 포로로 잡힌 가족을 구하는데 도움을 필요로 한다는 누군가
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though|이(가) 일거리를 원하는 사람을 수소문 하고 있다는 누군가
str_town|도시
str_castle|성
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13| 그런데 {reg4?그녀는:그는} 현재 {s13}의 감옥에 붙잡혀 있습니다.
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|그들이 말하길 {s9} 그녀는 가족에게 친절하고 부드러우며 헌신적인, 가장 전통적인 처녀라고 합니다.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|그들의 말하길 {s9} 그녀는 온화한 성격을 가진 누군가와의 로맨스를 꿈꾼다고 합니다. 그녀는 열정에 이끌린 나머지, 그녀의 가족과 마찰을 빚을 가능성이 있어요, 내기를 걸어도 좋습니다.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|그들이 말하길 {s9} 그녀는 결혼을 잘해서 세상에 자신의 이름을 남기기로 마음먹었다고 합니다. 아마도 그녀의 야망을 충족 시켜줄 수 있는 남편이 있다면, 그에겐 엄청난 자산이 될 여자에요!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|그들이 말하길 {s9} 그녀는 승마와 사냥을 좋아한다고 합니다. 아마 그녀는 남자였으면.. 하고 바랬을 겁니다! 누가 그녀와 결혼하더라도 꽉 잡혀 살게 될거라 말하고 싶군요.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|그들이 말하길 {s9} 그녀는 매우 높은 도덕 관념을 가진 숙녀라고 말합니다. 매우 훌륭한 처녀에요. 훌륭하고 말고요. 제가 보증합니다. 하지만 그녀의 마음에 드는 것이 쉽지는 않을거에요.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}은(는) {s11}와(과) 약혼하였습니다. 우리는 곧, 그들이 결혼할것이라 믿습니다!
str_i_have_not_heard_any_news_about_her|저는 그녀에 대한 어떠한 새로운 소식도 못 들었습니다.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|사람들이 {s9}께서는 {s11}에게 호의적으로 보인다고 말하더군요. 아마도 그녀 가족이 허락만 한다면 그들은 오래 가지 않아 약혼 할 것입니다.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|그들이 말하길 {s9}님은 그녀의 가족들로부터 {s11}님과 약혼하도록 강압 받고 있다고 합니다.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|그들이 말하길 {s9}께서 {s11}님의 구애를 받아들이셨답니다. 그리고 둘은 현재 약혼한 상태입니다.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|그들이 말하길 {s9}께서는, 그녀의 가족들의 압박 아래서, {s11}님과의 약혼에 동의했다고 합니다.
str_they_say_that_s9_has_refused_s11s_suit|그들이 말하길 {s9}께서는 {s11}의 구애를 거절했다고 합니다
str_they_say_that_s11_has_tired_of_pursuing_s9|그들이 말하길 {s11}께서는 {s9}의 사랑을 얻으려 하고 있다는군요.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|그들이 말하길 {s9}의 가족이 그녀에게 그녀가 몹시 사랑하는 남자인 {s11}에 대한 마음을 단념하도록 강요받고 있다고 합니다.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|그들이 말하길 그녀의 가족에 대한 반대가 심한 나머지 {s9}께선 {s11}님과 사랑의 도피를 했다는군요.
str_they_say_that_s9_and_s11_have_wed|그들이 말하길 {s9}와 {s11}가 결혼을 했다더군요.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|그들이 말하길 {s9}께서 최근 {s11}의 방문을 받았다고 하더군요. 어디서 만났는지 누가 알겠습니까!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|말씀 드릴만한게 없군요, 그러나 이건 아직 너무 이른 시기라 그렇습니다.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12} {s3}의 {s4}에서 연회가 진행되고 있습니다, 그러나 연회는 며칠 동안이나 진행되었고 곧 끝날 것입니다.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12} {s3}의 {s4}에서 연회가 진행중 입니다, 연회는 최소한 며칠 후에나 끝이 날것입니다. 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12} {s3}의 {s4}에서 연회가 진행중이며, 연회는 이제 막 시작 했습니다. 
str_not_at_this_time_no|지금은 없군요.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}위대한 영주들은 그들의 딸과 자매을 이런 기회에 데려와 보기도 보여주기도 하는데, 이는 그들에게 귀부인의 지인을 만드는 훌륭한 기회라는데 의미가 있습니다.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|당신은 실망하실 필요없습니다, {reg63?나리:아가씨}. 당신은 전 펜도르에서 더 훌륭한 전사를 찾지 못하실 겁니다.
str_your_excellency|전하
str_s10_and_s11|{s10}, {s11}
str_your_loyal_subjects|당신의 충성스러운 백성
str_loyal_subjects_of_s10|{s10}의 충성스러운 백성
str_the|그
str_we|우리
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|{s11}이내에 {s7}을 탐지하고 그를 패배시켜, 전쟁의 도화선을 제거한다.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|{s8}의 근처에서 여행자들을 공격한 {s9}을 추적한 후에, 도시로 돌아가서 보고한다.
str_do_you_wish_to_award_it_to_one_of_your_vassals|누구에게 수여하기 원하십니까?
str_who_do_you_wish_to_give_it_to|이것을 누구에게 수여 하시겠습니까?
str_sire_my_lady_we_have_taken_s1_s2|주군, {s1} 공략에 성공 했습니다! {s2}
str_s12i_want_to_have_s1_for_myself|{s12} {s1}을(를) 내가 직접 소유하겠네. {s2}
str_fiefs_s0|(영지 : {s0})
str_production_setting_buy_from_market|우리는 가공되지 않은 재료를 시장에서 구매하고 있습니다.
str_production_setting_buy_from_inventory|우리는 재고에 있는 원자재만 사용하고 있습니다.
str_production_setting_produce_to_inventory|우리는 우리의 생산품을 재고품목에 놓고 있습니다.
str_production_setting_produce_to_market|우리는 생산품을 재고에서 바로 판매하고 있습니다.
str_feast_quest_expired|당신은 계획대로 연회를 벌일 수 없었습니다, 주요 소속의 캠페인 또는 기타 이벤트가 개입되었기 때문입니다. 당신이 원한다면, 다시 연회를 벌이려고 시도할 수 있습니다.
str_whereabouts_unknown|소재 불분명
str_mulberry_groves|뽕나무 밭
str_olive_groves|올리브 과수원
str_acres_flax|아마 밭
str_enterprise_enemy_realm|{reg63?경:아가씨}, 당신은 이 왕국의 적입니다. 우리는 당신이 이곳에 땅을 사는 것을 허락할 수 없습니다.
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|당신은 개인적인 비난을 하려 한다. {s13}으로 {s14}에게, {s12}을(를) 대신하여
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|당신은 공개적으로 비난을 하려 한다. {s14}의 면전에, {s12}을(를) 대신하여
str_you_intend_to_bring_gift_for_s14|당신은 벨벳과 모피를 {s12}에 가져갈 작정입니다. 그러고나서, {s14}에게 {s12}와(과) 화해를 주선할 수 있는지 말해야 합니다.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|우리는 군사를 모을것이오, 허나 목표가 생기기 전까진 출병하지 않을것이오.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|우리는 그들의 가장 취약한 요새에 병력을 집중하고있소.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|우리는 적에게 가장 큰 피해를 줄 수 있는 공격을 할것이오.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|우리는 방어에 용이한 성채들 부터 점령 할것이오.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle| 우리는 적이 전장으로 나올 때까지 주변의 비옥한 토지를 약탈할 것이오.
str_strategy_criticism_rash| 내 생각에 그 전략은 무모해서, 아군을 불필요한 위험에 노출시킬 것이오.
str_strategy_criticism_cautious| 내 생각에 그 전략은 지나치게 신중해서, 아군은 그 어떤 성취도 없이 지루함에 녹아버릴 것이오.
str_tavernkeeper_invalid_quest| 일이 좀 있었는데 말이죠, 자세히 생각나지 않습니다 나으리..
str_faction_title_male_player|군주 {s0}
str_faction_title_male_1|남작 {s0}
str_faction_title_male_2|백작 {s0}
str_faction_title_male_3|{s0} 칸
str_faction_title_male_4|야를 {s0}
str_faction_title_male_5|군단장 {s0}
str_faction_title_male_6|영주 {s0}
str_faction_title_female_player|귀부인 {s0}
str_faction_title_female_1|남작부인 {s0}
str_faction_title_female_2|백작부인 {s0}
str_faction_title_female_3|귀부인 {s0}
str_faction_title_female_4|귀부인 {s0}
str_faction_title_female_5|군단장 {s0}
str_faction_title_female_6|귀부인 {s0}
str_faction_title_female_7|호민관 {s0}
str_name_kingdom_text|당신의 왕국의 이름을 정해주세요.
str_default_kingdom_name|펜도르 왕국
str_lord_defects_ordinary|영주 망명^{s1}은(는) {reg4?그녀의:그의} {s3}에 대한 충성을 포기하고 {s2}에 합류했습니다.
str_lord_defects_player|영주 망명^{s1}은(는) {reg4?그녀의:그의} {s3}에 대한 충성을 포기했습니다. 그는 잠정적으로 당신의 왕국에 합류했습니다. 당신이 원한다면 충성의 맹세를 받을 수 있습니다.
str_lord_defects_player_faction|영주 망명^{s1}은(는) {reg4?그녀의:그의} {s3}에 대한 충성을 포기했습니다. 그는 잠정적으로 당신의 왕국에 합류했습니다. 당신이 원한다면 충성의 맹세를 받을 수 있습니다.
str_lord_indicted_player_faction|{s6}의 명에 따라, {s5} 소속의 {s4}은(는) 반역죄로 기소당했습니다. 군주는 {reg4?그녀의:그의} 영지와 재산을 몰수했고, 당사자인 {reg4?그녀는:그는} 살아남기 위해 도주했습니다. {reg?그녀:그}는 당신의 왕국에 합류하기를 바라고 있습니다. 당신이 원한다면 궁전에서 충성서약을 받을 수 있습니다.
str_lord_indicted_dialog_approach|반갑습니다. 당신은 아마 {s10}이(가) 나를 얼마나 부당하게 대해왔는지 알것입니다. 당신은 수하들에게 공정하고 관대한 것으로 명망높은 사람이지요. 만약 나를 거두어 주신다면 충성을 다해 당신을 받들어 모시겠습니다.
str_lord_indicted_dialog_approach_yes|그리고 당신의 서약을 받아들여 영광이오.
str_lord_indicted_dialog_approach_no|유감이지만, 당신의 서약은 필요가 없군요.
str_lord_indicted_dialog_rejected|정말이오? 내 재능을 알아줄 더 괜찮은 군주를 찾아야겠군요.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home|이(가) 도적들이 그의 영지 근처에 은거지를 세우고 있어 걱정한다는 누군가
str_bandit_lair_quest_description|{s9}을 찾아 파괴한후, {s11}에게 돌아가 보고합니다.
str_bandit_hideout_preattack|당신은 은거지에 다가갔다. {s4}은 아직 당신을 발견하지 못한 듯 했고 당신은 들키지 않게 조심스럽게 숨어들어갈 수 있었다. {s5} 접근하기 어려운 장소는 당신의 병사 중 소수만이 공격에 가담할 수 있음과, 그들이 말을 데려갈 수 없음을 의미했다. 만약 당신이 첫 공격에 실패한다면 {s4}은 쉽게 흩어져 도망갈 것이다. 당신은 은거지를 공격할 것인가? 아니면 조금 더 준비를 하여 다음 기회를 기다릴 것인가?
str_bandit_hideout_failure|{s4}은 당신의 공격을 격퇴하였다. 그들은 사방팔방 흩어져 사라졌다.^당신이 병력을 재편성하여 돌아왔을 때는 이미 흔적조차 찾을 수 없었다.^그들은 계속 근방의 여행자들을 위협할 것이다.
str_bandit_hideout_success|그들의 퇴로는 차단되었고 당신의 굳건한 공격 앞에 하나씩 쓰러져갔다.^결국 그들은 모두 소탕되었고 은거지에 쌓인 약탈물들은 모두 당신의 것이 되었다.
str_bandit_approach_defile|좁은 골짜기 길을 내려가야 하는
str_bandit_approach_swamp|소나무 습지를 지나야 하는
str_bandit_approach_thickets|빽빽한 덮불이 연속된 곳을 지나야 하는
str_bandit_approach_cliffs|절벽의 측면을 지나 올라야 하는
str_bandit_approach_cove|바다 절벽을 관통하여 짤린 개울 바닥을 내려가야 하는
str_political_explanation_lord_lacks_center|이번 경우는, 아무런 땅도 수입도 없는 영주에게 영지를 주어야 하오...
str_political_explanation_lord_took_center|이번 경우는, 요새를 점령한 사람에게 주어야 하오.
str_political_explanation_most_deserving_friend|이번 경우는 내 근처의 친구와 동료중 영지를 가장 받을 만한 사람으로 결정했네.
str_political_explanation_most_deserving_in_faction|이번 경우는 왕국내 영주중 영지를 가장 받을 만한 사람으로 결정했네.
str_political_explanation_self|I다른 깨끗한 후보가 없기에, 나는 나 자신을 지명하오.
str_political_explanation_marshal|귀족들 중 가장 용감하고, 내가 신뢰할수 있으며, 그의 이름은 논쟁으로 더럽혀지지 않았기에 선택했소.
str_prisoner_at_large|힘 있는 싸움꾼들이 전투에서 패한 뒤에야, 나는 당신의 친구가 곧 정신을 차릴 거라고 기대하네.
str_quick_battle_scene_1|농가
str_quick_battle_scene_2|오아시스
str_quick_battle_scene_3|툴북의 고개
