qstr_Next_Page|Next Page
qstr__I_have_to_add_5_day| I have to add 5 days as this horse is looking very unwell.
qstr__I_have_dealt_with_J| I have dealt with Jatu horses since I was a child. I have learned few tricks to make them recover faster.
qstr__This_type_of_mount_| This type of mount is new for me and have to deal with it carefully.
qstr_You_should_be_able_t|You should be able to ride this {s6} in the next {reg1} days.{s3}{s4}{s5}
qstr_Commander_everything|Commander, everything is safe and secured.
qstr_Scouts_have_reported|Scouts have reported that there are no enemies nearby.
qstr_Can_t_talk._I_am_on_|Can't talk. I am on duty, {reg63?sir:madam}.
qstr_We_are_working_hard_|We are working hard {reg63?sir:madam}.
qstr_No_time_to_talk_{reg|No time to talk {reg63?sir:madam}.
qstr_I_better_be_getting_|I better be getting paid for this.
qstr_The_elder_of_the_vil|The elder of the village of {s3} asked you to bring them {reg5} packs of grain.
qstr_The_elder_of_the_vill|The elder of the village of {s13} asked you to train {reg5} peasants to fight against local bandits.
qstr_The_elder_of_the_villa|The elder of the village of {s3} asked you to bring them {reg5} heads of cattle.
qstr_The_elder_of_the_villag|The elder of the village of {s3} asked you to rescue his daughter from the clutches of {s5}.
qstr_The_elder_of_the_village|The elder of the village of {s5} asked you to escort a trading party to {s3}.
qstr_{s1}_Trading_Party|{s1} Trading Party
qstr_Red_Brotherhood_Ambu|Red Brotherhood Ambush Party
qstr_{s16}_and_{s15}|{s16} and {s15}
qstr_I_can_smell_a_fat_pu|I can smell a fat purse a mile away. Methinks yours could do with some lightening, eh?
qstr_Why_it_be_another_tr|Why, it be another traveller, chance met upon the road! I should warn you, country here's a mite dangerous for a good {reg63?fellow:woman} like you. But for a small donation my boys and I'll make sure you get rightways to your destination, eh?
qstr_Well_well_look_at_th|Well well, look at this! You'd best start coughing up some silver, friend, or me and my boys'll have to break you.
qstr_There_s_a_toll_for_p|There's a toll for passin' through this land, payable to us, so if you don't mind we'll just be collectin' our due from your purse...
qstr_Another_fool_come_to|Another fool come to throw {reg63?him:her}self on my weapon, eh? Fine..let us draw blood!
qstr_We_re_not_afraid_of_|We're not afraid of you, {reg63?sirrah:wench}. Time to bust some heads!
qstr_That_was_a_mistake._|That was a mistake. Now I'm going to have to make your death long and painful.
qstr_Brave_words._Let_s_s|Brave words. Let's see you back them up with deeds, cur!
qstr_Bandits_like_you_nev|Bandits like you never live long enough to learn!
qstr_Congratulations_you_|Congratulations, you have found an Easter Egg!
qstr_...or_perhaps_if_you|...or perhaps if you are inclined, I would ask, since we are friends, that you allow me to serve you as your vassal.
qstr_...I_see_that_you_ar|...I see that you are looking at my weapon, you knave. Set me free and I will give it to you.
qstr_Very_well_friend_I_w|Very well friend, I will accept your Oath of Fealty.
qstr_You_have_bought_a_ve|You have bought a very rare Pendor Royal Steed, whose ancestors were used by Pendor kings. Speak to the blacksmith.
qstr_You_have_found_a_ver|You have found a very rare Pendor Royal Steed in Sarleon. The merchant asks for Medium Pouch of Diamonds in exchange.
qstr_A_{s5}?_Well..._Yes_|A {s5}? Well... Yes, I suppose it is. What a strange thing to ask.
qstr_Eh?_No_it_most_certa|Eh? No, it most certainly is not a {s5}. I'd start questioning my eyesight if I were you.
qstr_This_is_the_{reg4?to|This is the {reg4?town:village} of {s5}, {reg63?sir:madam}.
qstr_{s6}_Our_{reg4?town:|{s6} Our {reg4?town:village} and the surrounding lands belong to you of course, my {reg63?lord:lady}.
qstr_{s6}_Our_{reg4?town:v|{s6} Our {reg4?town:village} and the surrounding lands belong to {s7} of {s8}.
qstr_{s3}_and_{s5}|{s3} and {s5}
qstr_{reg20?We_mostly_pro|{reg20?We mostly produce {s5} here:We don't produce much here these days}. If you would like to learn more, you can speak with our {reg4?guildmaster:village elder}. He is nearby, right over there.
qstr_Question_travelers_i|Question travelers in taverns for clues about recent Snake Cult activity.
qstr_Find_and_destroy_the|Find and destroy the Snake Cult stronghold near {s8}.
qstr_{playername}|{playername}
qstr_honored_Founder|honored Founder
qstr_dear_{reg63?brother:|dear {reg63?brother:sister}
qstr_The_Lazy_POP_Develop|The Lazy POP Developers
qstr_{s6}_and_{s7}|{s6} and {s7}
qstr_{s6}_and_any_{s7}_to|{s6}, and any {s7}, too
qstr_{s6}|{s6}
qstr_The_{s9}_asked_you_t|The {s9} asked you to hunt down {s8} parties, while achieving a rating of {reg4} or more.
qstr_Current_progress:_0/|Current progress: 0/{reg4}.
qstr_You_received_a_{s11}|You received a {s11}!
qstr_You_received_{s11}!|You received {s11}!
qstr_{s11}_joined_your_pa|{s11} joined your party!
qstr_The_{s9}_asked_you_to|The {s9} asked you to win the {s8} tournament for the glory of their Order.
qstr_The_{s9}_asked_you_to_|The {s9} asked you to win {reg8} renown for the glory of their Order, using only Order troops. No hiring, recruiting or rescuing prisoners is possible for the duration of this task.^You will get back your old troops once the task is complete.
qstr_Renown_earned_so_far:|Renown earned so far: 0.
qstr_Rival_Patrol|Rival Patrol
qstr_The_{s11}_asked_you_|The {s11} asked you to defeat the {s8} patrol in the vicinity of {s10}.
qstr_Greetings_{reg63?Kin|Greetings, {reg63?King:Queen} {playername}.^I am Kapitan Gerhart and this company is called The Freybrueder. We hail from Mettenheim and are known as the best disciplined mercenary company gold can persuade into service.
qstr_Hail_foreign_{reg63?|Hail, foreign {reg63?King:Queen}. I am Toblik, a Veccavian Uncut, and this is my loyal warband of Veccavian Renegades.^We came to Pendor to escape the female oppression and injustices in our homeland, but only found more injustice. Your women are treated no better than the men of Veccavia.^One day, rivers will run red with blood in the name of justice, but until then, we are at the service of the Pendor mighty such as yourself.
qstr_Greetings_from_Barcl|Greetings from Barclay's finest company, {reg63?King:Queen} {playername}!^My name is Velasco Perfecta Banderas Durante, the captain of the Primera Guardia Real, but you may call me Velasco.^We are here in Pendor to look for the dastardly fugitive Rufio and bring his head to the Emperor.^In the meantime, we are pleased to take up work that we know best, and that's killing.
qstr_Hail_{reg63?King:Que|Hail, {reg63?King:Queen}!^We were told that you made an effort to help us Melitines in Pendor, so here we are. I'm on a business here with my company to investigate certain goings on with the Snake Cult, but we are not prepared to face their full might alone.^We shall help you, and watch. Always watch.
qstr_Good_day_{reg63?King|Good day, {reg63?King:Queen} {playername}! You chose well to hire the pride of the Marleons citizenry.^I am Grandilon, the commander of the best riders in Sarleon: the 1st Banneret of Marleons. We have among our numbers the most prominent and proud burghers of our great city - treat us with respect and we'll sweep your enemies off the battlefield.
qstr_Greetings_your_Majes|Greetings, your Majesty. Allow me to introduce myself: I am Sir Timothy of the Order of the Unicorn, and I am here to answer your call for heroes! My knights and loyal followers are yours to command!
qstr_Hello_friend!_I_ve_h|Hello, friend! I've heard you needed someone to "juice" you... er... reinforce your armies, all for the good of the common people of Pendor, I hope.^I field a fine party of brothers experienced both in combat and, some of them, imprisonment until they met me.^For a bit of cash and a fair portion of prisoners, captured or rescued, we shall exact revenge on your enemies... heh... for whatever misdeeds they inflicted upon your friends and allies. Or my friends and allies. We'll find a reason, I'm sure.
qstr_Hail_I_am_Sir_Morcas|Hail, I am Sir Morcas Verral, the leader of the famous Snowlion Brigade. We will fight for anyone who strives to reunite the north with the heartlands. Besides, our treasury has been rather empty as of late, so if you pay us, we shall lend you our strength.
qstr_Salam!_May_your_gard|Salam! May your gardens be full of rose blossoms and your tents with healthy maidens and boys.^Firuz has heard of your exploits and comes to serve you, great Shah.^He will only require modest gifts in gold - a mere pittance to the powerful friend of the Singalians - and a humble share of the slaves.
qstr_Hazah_Jatu!_Shiruzah|Hazah Jatu! Shiruzah, the Chosen of Indar, salutes you.^Shiruzah was shot by an arrow while riding away from battle in a false retreat. The chiefs cried coward and sent Shiruzah into exile. But the arrow was Indar's - I survived and he watches now over me. Indar guides His chosen, and He led me to meet you today.
qstr_So_you_are_the_new_{|So you are the new {reg63?King:Queen} I have been hearing about.^I must say, I am really glad you summoned me. Not only will this enable me to claim once again to have worked for every single monarch on Pendor, but it also provides me with the chance to thank you personally for all the trouble and misery you have caused. You have no idea just how good the establishment of a new kingdom is for business.
qstr_HELLO!|HELLO!
qstr_New_orders_{reg63?Si|New orders, {reg63?Sir:Lady}?
qstr_Hail!_Shall_we_conve|Hail! Shall we converse about the quaint injustices of Pendor or put our consciences to sleep by more slaughter?
qstr_Your_enemies_are_my_|Your enemies are my enemies, {playername}.
qstr_Watching_and_waiting|Watching and waiting.
qstr_I_haven_t_seen_the_D|I haven't seen the Duke of Marleons as often as you, {reg63?sir:madam}!
qstr_You_summoned_me_your|You summoned me, your Majesty? Does the Kingdom need saving once more?
qstr_Talk_to_me_my_friend|Talk to me, my friend.
qstr_What_is_your_bidding|What is your bidding, {reg63?Sir:Madam}?
qstr_Yes_Shah_Firuz_saw_t|Yes, Shah, Firuz saw the vultures in the skies and knew it was you.
qstr_Lead_us_to_more_vict|Lead us to more victories, Warlord, and our honor will be known in the Jatu steppes.
qstr_Hello_{playername}_w|Hello {playername}, we meet again! Any rumors you may have heard of me going over to your enemies is, of course, a blatant lie.
qstr_HELLO_AGAIN!|HELLO AGAIN!
qstr_If_it_s_worth_doing_|If it's worth doing, it's worth doing well, my {reg63?Lord:Lady}.
qstr_There_s_no_task_too_|There's no task too evil or too hard when your final destination is worthy.
qstr_Show_us_who_and_they|Show us who and they will pay with their blood.
qstr_Something_needs_to_b|Something needs to be done? We are ready.
qstr_We_are_well_equipped|We are well-equipped and rested. What shall we do next?
qstr_Well_of_course!_How_|Well, of course! How can my order be of service?
qstr_Shall_we_help_the_vi|Shall we help the village militias repel the unwashed Fierdsvain masses or simply humiliate some bungling lords?
qstr_I_hope_it_involves_k|I hope it involves killing traitors in kilts.
qstr_Your_wisdom_is_legen|Your wisdom is legendary, great Shah, but a smart stallion never steps in a rabbit-hole no matter the rider's spurs. Neither does a wise rider watch the skies while in full gallop.
qstr_The_Chosen_of_Indar_|The Chosen of Indar wait for guidance.
qstr_Well_that_is_what_yo|Well, that is what you are paying us for, is it not? What do you have in mind?
qstr_WHAT_TASK?|WHAT TASK?
qstr_Where_should_we_go_m|Where should we go, my {reg63?Lord:Lady}? We will get there on time and in orderly fashion.
qstr_Where_shall_we_go_ne|Where shall we go next? It matters little.
qstr_We_don_t_mind_travel|We don't mind traveling through these beautiful parts, but we'd like to be stationed close to a good supply of wine and loose women.
qstr_We_may_need_to_get_c|We may need to get closer to the Imperial lands, if you are looking for suggestions.
qstr_I_m_familiar_with_th|I'm familiar with the area - I know most of the merchants well.
qstr_My_knights_travel_wh|My knights travel wherever we are needed the most. Tell me, where would that currently be?
qstr_Let_s_go_some_place_|Let's go some place where many lords are unwarily prancing about the countryside. Our dungeons are a sad and desolate place without them!
qstr_Give_us_the_directio|Give us the direction, {reg63?Sir:Madam}, the further north the better.
qstr_This_land_is_wide_li|This land is wide like a dancer's thighs, but hardly as inviting.
qstr_Jatu_ride_fastest_in|Jatu ride fastest in the plains. Woods are for Noldor and town-dwellers with no honor.
qstr_Just_point_me_in_the|Just point me in the right direction, and consider it done.
qstr_WHERE?|WHERE?
qstr_Jawohl_my_{reg63?Kin|Jawohl, my {reg63?King:Queen}, at once.
qstr_I_ll_gather_my_women|I'll gather my women and men, and we shall be on our way.
