str_no_string|NO STRING!
str_tutorial_training_ground_attack_training_down|Make a thrust attack! (Move your mouse down while pressing the left mouse button)
str_tutorial_training_ground_attack_training_up|Make an overhead attack! (Move your mouse up while pressing the left mouse button)
str_tutorial_training_ground_attack_training_left|Attack from left! (Move your mouse left while pressing the left mouse button)
str_tutorial_training_ground_attack_training_right|Attack from right! (Move your mouse right while pressing the left mouse button)
str_tutorial_training_ground_parry_training|Number of successful parries: {reg0} / 5
str_tutorial_training_ground_chamber_training|Number of successful chambering blocks: {reg0} / 5
str_tutorial_training_ground_archer_training|Number of nice shots: {reg0} / 3^{s0}
str_tutorial_training_ground_ammo_refill|Your missiles are refilled for the tutorial.
str_tutorial_training_ground_archer_text_1|Approach the {s0} and press F to pick it up.
str_tutorial_training_ground_archer_text_2|Shoot the targets now.
str_tutorial_training_ground_archer_text_3|The size of the targeting reticule indicates your accuracy. Press and hold down the left mouse button until the reticule shrinks down to its minimum size. Release the left mouse button when the reticule is at its smallest. If you wait too long the reticule will expand again.
str_tutorial_training_ground_archer_text_4|Press R to toggle first person view. First person view makes it easier to aim with ranged weapons.
str_tutorial_training_ground_archer_text_5|You have shot all the targets. Now talk to the trainer again.
str_tutorial_training_ground_horseman_text_1|Go near the {s0} and press F to pick it up.
str_tutorial_training_ground_horseman_text_2|Approach the horse and press F to mount.
str_tutorial_training_ground_horseman_text_3|Ride towards the next waypoint.
str_tutorial_training_ground_horseman_text_4|Strike the next dummy that has an arrow on top of it!
str_tutorial_training_ground_horseman_text_5|Shoot at the archery target that has an arrow on top of it!
str_tutorial_training_ground_horseman_text_6|You have finished the exercise successfully. Now go back to the trainer and talk to him.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|The great lords of your kingdom plan to gather at your hall in {s10} for a feast
str_your_previous_court_some_time_ago|your previous court some time ago,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|awaiting the recapture of a fortress which can serve as your court.
str_but_if_this_goes_badly| I value your advice. But if this goes badly, I shall hold you responsible.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm| I realize that you are on good terms with {s4}, but this is all for the good of the realm
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|I realize that you are on good terms with {s4} -- but this only means that your blow will hit him even harder!
str_killed_bandit_at_alley_fight|The merchant takes you to his house. Once inside, he stands by the door for a while checking the street, and then, finally convinced you have not been followed, begins to speak.
str_wounded_by_bandit_at_alley_fight|You are struck down. However, before you lose consciousness, you hear shouts and a rush of footfalls. You awake to find yourself indoors, weak but alive.
str_cannot_leave_now|Cannot leave now.
str_press_tab_to_exit_from_town|Press Tab to leave now. You can press Tab key to quickly exit any location in the game.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|Find the Kidnappers' Hideout near {s9}, and free the {s1} of the {s10} merchant.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{reg63?Sir:My lady} -- if you want to justify the trust which I have placed in you, then make a bit of haste. Go find some volunteers and mercenaries. I'm not sure how much time we have.
str_you_need_more_men_sir_my_lady|Look -- you need more men. Right now, you have only {reg0} in your party. If you attack them with too few men, you may find their hideout by getting yourself dragged up to it in fetters, and that's not the plan. Do not take that risk. Go out and visit some more villages to find more volunteers, hire those mercenaries over there and then you can start paying them back in their own coin.
str_good_you_have_enough_men|Good, good. You did well. You have enough men. Now, go and knock some of those robbers over the head, and make them tell you how to find their hideout.
str_do_not_waste_time_go_and_learn_where_my_brother_is|Look, {reg63?sir:my lady}. Time is at a bit of premium, here. Now, if you could go find out where they are hiding my {s3}, that would be appreciated.
str_start_up_quest_message_1|The {s9} wants you to recruit at least five men from nearby villages or mercenaries in the {s1} tavern. After you collect these men, find and speak with him. He is in the tavern at {s1}.
str_start_up_quest_message_2|Find and defeat a group of {s3} lurking near {s9}, and learn where your employer's {s1} has been taken.
str_start_up_quest_message_3|Rescue the merchant's brother from the robber's hideout located near {s9}.
str_start_up_first_quest|You have taken your first quest. You may view your quest log by pressing 'Q' anytime in the game.
str_reason_1|Our current objective is of greater value.
str_reason_2|An attack on {s8} poses a greater danger to our realm.
str_reason_3|We believe that {s8} faces a more immediate threat
str_reason_4|It may be because of the size of the enemy forces in the area.
str_reason_5|I'm not sure.
str_reason_6|We do not know how strongly it is defended.
str_reason_7|We believe it to be strongly defended.
str_reason_8|We believe it to be moderately well defended.
str_reason_9|We believe it to be weakly defended.
str_has_decided_that_an_attack_on_|has decided to attack
str_this_would_be_better_worth_the_effort|This would be better worth the effort, taking into consideration its value, and its distance, and the likely number of defenders.
str_has_decided_to_defend_|has decided to defend
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|Before going offensive we should protect our lands if there is any threat. So this can be reason marshall chose defending {s4}.
str_are_you_all_right|Please allow me explain my proposition.
str_you_are_awake|Ah, you're awake. It's good to see that you can still walk. You're lucky that we came along. I was talking to the watch, when we heard the sounds of a fight and ran to see what was afoot. We didn't arrive in time to prevent your getting knocked down, but we likely saved you from a cut throat. Now, mayhap you can help me...
str_save_town_from_bandits|Save {s9} from bandits.
str_you_fought_well_at_town_fight_survived|Hah! Well done -- I saw at least three of the enemy go down before you. Keep fighting like that, and you'll make quite a name for yourself in this land. 
str_you_fought_normal_at_town_fight_survived|Well done! I hear you accounted for one or two of the bastards, and you're still on your feet. You can't ask for a better outcome of a battle than that...
str_you_fought_bad_at_town_fight_survived|Well, the enemy is in flight, and it looks like you're still on your feet. At the end of the day, that's all that's important in a battle.
str_you_fought_well_at_town_fight|Ah! You're awake. You took quite a blow, there. But good news! We defeated them -- and you did them some real damage before you went down. If you hadn't been here, it could have gone very baldy. I'm grateful to you...
str_you_wounded_at_town_fight|Ah! You're alive. That's a relief. You took quite a blow, there. I'm not sure that you got any of them yourself, but thankfully, the rest of us were able to beat them. We'll need to see about getting you some treatment... 
str_you_fought_well_at_town_fight_survived_answer|Let every villain learn to fear the name {playername}!
str_you_fought_normal_at_town_fight_survived_answer|Ah, well, I'm proud to have done my bit along with the rest...
str_you_fought_bad_at_town_fight_survived_answer|Well, I was about to strike one down, but I slipped in some blood, you see...
str_you_fought_well_at_town_fight_answer|Ah well. I guess I don't mind a blow taken in a good cause.
str_you_wounded_at_town_fight_answer|Right. I suppose I should be more careful.
str_unfortunately_reg0_civilians_wounded_during_fight_more| Unfortunately, about {reg0} of my lads got themselves wounded. I should go look on on them.
str_unfortunately_reg0_civilians_wounded_during_fight| Unfortunately, one of my lads took a pretty nasty blow. I should go see how he is doing.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| Also, no one on our side was hurt very seriously. That's good news
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|You leave the tavern and go out to the streets. Nervous looking young men are waiting in every street corner. You can see they have daggers and clubs concealed under their clothes, and catch a mixture of fear, anticipation and pride in the quick looks they throw at you as you pass by. Praying that your enemies have not been alarmed by this all too obvious bunch of plotters, you check your weapons for one last time and prepare yourself for the action ahead.
