str_no_string|STRING 없습니다!
str_s54_has_left_the_realm|{s54}가 영역을 떠났습니다.
str_enterprise_s5_at_s0|{s0}에서 {s5}의 순수익
str_bread_site|밀
str_ale_site|양조장
str_oil_site|오일 프레스
str_wine_site|와인 프레스
str_tool_site|철공소
str_leather_site|무두질
str_linen_site|리넨 위버
str_wool_cloth_site|양모 직물
str_velvet_site|염색 품
str_under_sequestration|격리 중
str_describe_secondary_input|또한 {reg10} 디나르 가치가있는 {s11}을 (를) 구매해야합니다.
str_profit|이익
str_loss|손실
str_server_name_s0|서버 이름 : {s0}
str_map_name_s0|지도 이름 : {s0}
str_game_type_s0|게임 유형 : {s0}
str_remaining_time_s0reg0_s1reg1|남은 시간 : {s0} {reg0} : {s1} {reg1}
str_for_s4|{s4}
str_cancel_fiancee_quest|또한 귀하에게 요청한 다른 사항이 성공적으로 완료되었음을 고려해야합니다. 당신에게 임무를 맡기는 것은 적합하지 않습니다.
str_a_duel_request_is_sent_to_s0|결투 제안은 {s0}에 전송됩니다.
str_s0_offers_a_duel_with_you|{s0}은 (는) 결투를 제공합니다.
str_your_duel_with_s0_is_cancelled|{s0}의 결투가 취소되었습니다.
str_a_duel_between_you_and_s0_will_start_in_3_seconds|귀하와 {s0} 간의 결투는 3 초 후에 시작됩니다.
str_you_have_lost_a_duel|결투를 잃었습니다.
str_you_have_won_a_duel|결투에서 이겼습니다!
str_server_s0|[서버] : {s0}
str_disallow_ranged_weapons|원거리 무기 금지
str_ranged_weapons_are_disallowed|원거리 무기는 허용되지 않습니다.
str_ranged_weapons_are_allowed|원거리 무기가 허용됩니다.
str_duel_starts_in_reg0_seconds|결투는 {reg0} 초 후에 시작됩니다 ...
str_insult_1|야만인, 천막 생활 야만인
str_insult_2|이방인, 불명예스러운 쓰레기
str_insult_3|왜곡, 뒤틀림 및 배열
str_insult_4|모래 먹기, 말 애인
str_insult_5|다민족과 불량
str_insult_6|염소 발, 악마 혹
str_insult_7|비열한, 지하
str_insult_8|모로 닉 및 가족 살해
str_insult_9|나쁜 놈
str_insult_10|야만적이고 더러운 피부 대초원
str_insult_11|불량 및 개 발로 농민
str_insult_12|뾰족한 귀, 약한 피
str_insult_13|어리석게 어렴풋한 악당
str_insult_14|껍질을 벗기고 흙 스쿼터
str_insult_15|역겨운, 약하고 유아
str_insult_16|뱀, 비늘 이방인
str_insult_17|미끄럽고 칙칙하며 완전히 변질
str_insult_18|산 생활, 근친 교배
str_insult_19|화나고 도둑질하다
str_order_rank_1|보유자
str_order_rank_2|중사
str_order_rank_3|향사
str_order_rank_4|기사
str_order_rank_5|기사 사령관
str_order_rank_6|순경
str_order_rank_7|그랜드 마스터
str_minor_order_adj_yellow|노랑
str_minor_order_adj_golden|골든
str_minor_order_adj_blue|푸른
str_minor_order_adj_azure|하늘빛
str_minor_order_adj_black|검은
str_minor_order_adj_dark|어두운
str_minor_order_adj_red|빨간
str_minor_order_adj_scarlet|주홍
str_minor_order_adj_white|하얀
str_minor_order_adj_silver|은
str_minor_order_adj_green|초록
str_minor_order_adj_emerald|에메랄드
str_minor_order_adj_glorious|거룩한
str_minor_order_adj_radiant|광점
str_minor_order_adj_steadfast|꾸준한
str_minor_order_adj_eternal|영원한
str_minor_order_noun_eagle|독수리
str_minor_order_noun_lion|사자
str_minor_order_noun_boar|수퇘지
str_minor_order_noun_dragon|용
str_minor_order_noun_lily|백합
str_minor_order_noun_cross|가로 질러 가다
str_minor_order_noun_stallion|종마
str_minor_order_noun_stag|수사슴
str_minor_order_noun_castle|성
str_minor_order_noun_wolf|늑대
str_minor_order_noun_dolphin|황소
str_minor_order_noun_pimpernel|곰
str_minor_order_end|오류
str_cb5_s_medic_yes_1|사실, 있습니다! 친구의 친구 인 젊은 귀족이 다리를 부러 뜨려서 설정을해야합니다.
str_cb5_s_medic_yes_2|나는 단지 하나를 찾고 있었다. 내가 아는 모험가는 무릎을 꿇고 응급 처치가 필요합니다. 아마도 가난한 챕터는 이제 경비원이되어야 할 것입니다.
str_cb5_s_medic_yes_3|예, 친구가 아파서 잠을 잘 수 있도록 강장제가 필요합니다.
str_cb5_s_medic_no|아니요, 지금은 아무것도 없습니다. 나중에 다시 확인하십시오!
str_cb5_s_bard_yes_1|사실, 있습니다! 당신은 멍청한 것처럼 보이고이 곳을 활기차게하기 위해 약간의 오락이 필요합니다 당신은 그것을 원하십니까?
str_cb5_s_bard_yes_2|화려한! 당신은 연예인처럼 보입니다! 여기에 와서 반갑습니다, 즉시 시작하십시오! 물론 당신은 이것을 위해?
str_cb5_s_bard_yes_3|당신은 바드입니다! 우수한! 모퉁이가 저기 있고 몇 시간마다 음식이 나오고 노래하는 한 에일이 집에있을 것입니다! 물론 일을 원한다면?
str_cb5_s_bard_no|지금은 연예인이 필요 없습니다. 다른 작업이있을 수 있습니다 ... 그것에 대해 듣고 싶습니까?
str_cb5_background_default|물론 빈약 한 가격.
str_cb5_death_of_barclay_duke|말하자면, 당신은 반역으로 참수당하는 바클레이의 가난한 가난한 공작의 운명을 들었습니까? 바다를 가로 질러 진행되는 매우 불쾌한 일입니다. 나는 그의 수십 개의 족장이이 땅에 정착하기 위해 이주했다고 들었다.
str_cb5_statue_lookalike|당신이 왜 그렇게 친숙해 보이는지 알게 되었어요. 당신은 Sarleon의 주요 광장을 내려다 보는 오래된 왕 Cavalain의 동상처럼 보입니다! 하아! 상상 해봐!
str_cb5_merchant_trade|이 땅은 거래하기에 익은 곳입니다. Red Brotherhood가 Barclay만큼 강력하지 않다는 것을 알게 될 것입니다. 이것이 당신에게 반가운 소식이라고 말해줍니다.
str_cb5_event_poacher|현상금 사냥꾼 유형처럼 보입니다. 선술집에는 몇 명의 사냥꾼이 있는데, 이들을 이길 수있는 누군가를 찾고 있습니다. 당신이 그 일을 맡게 될 것이라고 말해야합니까?
str_cb5_event_physician|예를 들어, 당신은 일종의 치료자처럼 보입니다. 악의는 없지만 대구 기름과 방부제의 독특한 '향기'는 친구를 멀리합니다. 때때로 다양한 여행자를 확인하십시오. 동전 치료 기술을 적용 할 수있는 몇 가지 옵션을 찾을 수 있습니다.
str_cb5_enemies_craftsmen|예를 들어, 당신은 레드 브라더 후드 챕터들이 찾고있는 동료처럼 보입니다. 나는 무엇을 말해 줄게! 당신은 나에게 30 골드를 지불하고 내가 당신을 본 것을 잊을 것입니다!
str_cb5_event_troubadour|당신이 그 류트를 등 뒤로 가지고 다니는 것을 봅니다. 바드로, 당신은 여관 주인과 가끔 일을 찾을 수 있습니다. 물어 보면 그들이 아는 모든 기회를 알려줄 것입니다.
str_cb5_all_loss|몇 가지 사악한 녀석이 찾고있는 동료의 설명에 적합하다고 가정 해보십시오. 당신에게 30 골드를 지불하면 내가 당신을 본 것을 잊을 것입니다!
str_cb5_death_of_fiancee|당신은 당신이 가장 친한 친구를 잃은 것처럼, 당신은 잘 보이지 않습니다. 아! 나의 사과, 나는 침입하는 것을 의미하지 않았다. 나는 부주의하게 신경에 부딪힌 것을 보았다. 당신의 여행에 행운을 빕니다!
str_cb5_revenge_fiancee|예를 들어 선원들은 단순한 에일에 대한 비밀을 쏟습니다. 하나는 당신의 복수에 대한 탐구를 말해주었습니다! 당신은 운이 좋았습니다. 어제 마을 밖에서 황달을 보았습니다. 서둘러 그를 잡을 수 있습니다!
str_red_fletchers_spawn|레드 플레쳐의 명령은 비난되었고 무법자 명령으로 명명되었습니다.
str_renegade_boars_spawn|멧돼지의 기사단은 Validus Charta를 철회했다. 그러므로 이제 불법 명령입니다.
str_renegade_owl_spawn|올빼미의 기사단 명령은 반역 행위로 무법자로 선언되었습니다. 그들은 이제부터 무법 명령이다.
str_renegade_morgan_spawn|고귀한 모건의 집은 유괴 된 납치 행위에 대해 무법자로 선언되었습니다. 그들은 모든 토지와 재산을 제거했습니다.
str_renegade_felin_spawn|Felin의 상인은 밀수 및 기타 높은 범죄로 인해 Sarleon의 적으로 선포되었습니다.
str_renegade_melitine_spawn|멜리 틴의 고귀한 모험가들이 토르 바를 기다리면서 한 여성을 납치하여 무법자로 선포되었습니다.
str_renegade_deathwind_spawn|데스 윈드 사바 란은 D' Shar Khan에 의해 무법 기사단 명령으로 선포되었습니다.
str_renegade_omenseeker_spawn|반란의 징조 구도자 그룹이 사바 란을 뒤쫓아 길을 건너는 모든 사람을 죽이고 있습니다.
str_renegade_dshar_assassin_spawn|자신을 '스카이 블레이드 (Skyblades)'라고 부르는 암살자 무리가 이시 코 만에서 뿌리를 내리고 사막을 배회하고 있습니다.
str_renegade_zelshai_spawn|젤 샤이 부족은 D' Shar Lands에서 추방되었습니다. 기다리고있는 한 여성을 납치하여 검은 마음의 악당이 보복했습니다.
str_renegade_barclay_spawn|소규모 무법자 바클레이 귀족들이 빈 홀름 근처에 상륙하여 시골을 약탈하고 있습니다.
str_renegade_vecavian_spawn|Veccavian renegade 노예들은 Valonbray 근처에 착륙하여 그들이 찾을 수있는 모든 사람들을 데리고 가고 있습니다.
str_renegade_first_blood_spawn|새로운 형제들이 첫 번째 피의 형제애에 대한 교리가 불행한 결과를 초래했습니다. 이제 피를 흘리는 광둥 병 무리가 Javiksholm 근처의 시골을 찢고 있습니다. 사상자에는 다음이 포함됩니다. 농부들, 두 명의 민병대 순찰대와 소 떼.
str_renegade_svargeon_spawn|Fierdsvain은 Svargeon의 고귀한 집의 모든 구성원을 추방했습니다. 그들은 인간 희생으로 유죄 판결을 받았으며 이단자들과 협력했다.
str_renegade_iceguard_spawn|Iceguard Rangers는 Ravenstern과의 동맹을 포기하고 귀족으로 인질로 기다리고 Ravenstern 영토에서 벗어나고 있습니다.
str_renegade_halfbreed_spawn|레이븐 스턴에서 귀족 전체가 추방되었습니다. 그들의 혈통은 미스트 마운틴 부족에 의해 오염 된 것으로 밝혀졌습니다. 영향을받은 기사들은 그들의 반혈 형제들과 합류하여 레이븐 스턴 (Ravenstern)을 통해 급증하고 있습니다.
str_renegade_falcon_spawn|팔콘 기사단의 간부들은 까마귀의 까마귀 법칙으로 명령을 받았다. 그들은 Senderfall 근처의 무기로 다가오는 모든 사람들에게 도전하고 있습니다.
str_renegade_snowlion_spawn|캐븐 펜 브레 (Castle Fenbray)에서 강제로 여인을 데려 간 후 레이븐 스턴 귀족이 무법자로 선포되었습니다. 귀족은 스노 리온 기사단의 고위 멤버이며 스노 리온 부대 간부와 함께 여행합니다.
str_renegade_breathnach_spawn|까마귀의 명령과 밀접한 관련이있는 House Breathnach는 반역과 이단 행위로 까마귀 땅에서 추방되었습니다! 이전의 Ravenstern 귀족은 Falcondark Castle 근처에 있습니다.
str_renegade_ebony_spawn|레니게이드 에보니 건틀렛 기사들과 그 추종자들이 세븐 크로스 킵 (Seven Cross Keep) 주위에 파티를 열었습니다. 그들은 Laria Forest에서 Noldor를 사냥하려고합니다.
str_renegade_gnaeus_spawn|하우스 Gnaeus는 뱀 숭배와 협력하고 젊은 처녀를 희생하여 Baccus Empire의 반역자로 선언되었습니다. 그들은 비행기를 타고 제국 땅에서 북쪽으로 도망 치고 있습니다.
str_renegade_iron_circle_spawn|철권 기사단은 공개적으로 황제를 무시했습니다. 따라서 이로써 불법 기사단 명령으로 선언됩니다. 그들의 Validus Charta는 Baccus Empire에서 철회되었으며, 그들은 그대로 해충처럼 사냥 될 것입니다!
str_renegade_manius_spawn|매니 우스 상인 가문의 귀족들은 제국에 대한 높은 범죄와 타락한 개 고문으로 유죄 판결을 받았습니다. 그들이 에토스를 도망 쳤다는 소문이 있습니다!
str_renegade_gladiator_spawn|야노스 검투사 구덩이에서 반란이 일어 났고, 검투사 한 회사가 탈출하여 그들이 접촉 한 사람을 모두 죽였습니다.
str_renegade_red_bro_elf_spawn|Laria의 말은 Red Brotherhood에 속한 캐러밴이 인근 숲에서 엘프 사냥꾼을 사로 잡았다는 것입니다.
str_renegade_ebony_knight_elf_spawn|캐슬 알 메라에있는 에보니 건틀렛은 몇 명의 고상한 사냥꾼들을 사로 잡아 공개적으로 불타고 예를 만들 계획입니다.
str_renegade_grave_robbers_spawn|Avendor는 신선한 시체로 가득 찬 마차 몇 개로 도시를 탈출 한 무덤을 강탈하는 이단자들을 사냥하고 있습니다.
str_cb5_feeling_1|갑자기 깨어나 방에 존재감을 느낀다.
str_cb5_feeling_2|부엉이가 당신을 깨우고 섬뜩한 침묵이 당신을 불안하게 만듭니다.
str_cb5_feeling_3|먼 개 짖는 소리가 당신을 깨 웁니다.
str_cb5_feeling_4|부드러운 목소리가 당신을 깨우지 만 아무도 당신을 불안하게 만듭니다.
str_cb5_feeling_5|다른 사람이 당신을보고있는 것처럼 깨어납니다.
str_renegade_name_1|{s26} 고귀한 무법자
str_renegade_name_2|레네 게이드 귀족
str_renegade_name_3|레니게이드 {s26} 귀족
str_renegade_name_4|무법자 {s26} 귀족
str_renegade_name_5|불명예스러운 귀족
str_renegade_name_6|배신자
str_renegade_name_7|불명예 {s26} 귀족
str_renegade_name_8|이단자 {s26} 귀족
str_renegade_name_9|추방 된 {s26} 귀족
str_renegade_name_end|이단자 {s26} 귀족
str_keyconfig|키 구성
str_heartbeat_quest_notif|{s3}의 청지기는 당신의 도움이 필요합니다
