qstr_Next_Page|다음 페이지
qstr__My_bad_luck_just_ha|나의 불운은 끝이 없습니다. 나는 길에서 약간의 불행을 겪었던 좋은 동료 {s1}을 (를) 대속하려고했습니다. 그 명령은 몸값 지불을 거부했으며 그는 확실히 Galley Slave 이상의 가치가 있습니다. 아마도 {reg41} 디나르에게 내 손을 could 수있을 것입니다. 나는 그가 당신의 여행에서 당신을 따를 것이라고 확신합니다.
qstr__Should_my_bad_luck_|나의 불운이 계속되면 나는 사업에서 벗어날 것이다. 나는 최근에 체포 된 동료를 인수했으며, 그의 백성들이 그를 대속하지 않기 때문에 그는 일종의 추방자 인 것 같습니다. 그는 상당히 위험합니다. 경고합니다. 그는 엘프이며, 그들은 예측할 수 없습니다. 거래가 있습니다. 그는 내가 싸울 수있는 한 내가 팔 았던 금의 절반을 얻는다. 그는 내가 생각하는 어떤 종류의 추적자, 아마도 전사입니다. 그를 귀사에 데려 가서 내 문제에 대해 {reg41}을 지불하는 데 관심이 있습니까?
qstr__It_has_been_my_misf|동료의 노예 교정에서 친구 중 한 명을 구하려고 시도하면서 최근 {reg7} 처녀 모험가들을 사로 잡은 것은 불행한 일입니다. 이 처녀들은 유쾌한 노예로서 미래를 가질 수 있었지만, 그들의 무술 훈련은 너무 섬세한 역할을하기에는 너무 위험합니다. 아마도 당신은 {reg41} 디나르를 위해 더 건설적인 일에 그들의 공격적인 경향을 보일 수 있습니까?
qstr__No_I_have_no_room_i|아니요, 파티에 자리가 없습니다.
qstr__No_I_am_not_interes|아니요, 관심이 없습니다.
qstr_{reg34}_Mercenaries_|{reg34} 용병이 파티에 합류했습니다.
qstr__Search_Rane_for_a_h|숨은 상자 나 보물 보관함을 찾으십시오.
qstr__Search_Valonbray_fo|Valonbray에서 보물 상자 나 보물 상자를 찾아보세요
qstr__Search_for_a_bandit|{s9} 근처에서 적기 보물 보관함을 검색하십시오!
qstr__You_work_several_ho|귀하는 환자에게 돌보는 몇 시간을 일하며 귀하의 문제에 대해 {reg1} 디나르를받습니다.
qstr_a_hidden_outpost_far|여기서 멀리 떨어진 숨겨진 전초 기지
qstr_It_just_so_happens_I|나는 많은 영주들에게 옷을 입히고, 많은 영주들은 리갈과 같은 장식품을 입습니다. 나는 또한 온 땅에서 가장 훌륭한 재봉사 중 하나가되었습니다. 작은 가격으로 갑옷과 어울리는 영광스러운 망토를 만들 수 있습니다.
qstr_Well_as_it_so_happen|글쎄, 그렇게 되었 듯이, 적기와 적대 행위 레드 형제단은 내가 비단을 사는 상인들로부터 캐러밴을 약탈하고 있습니다. 걱정하지 않아도 관심이 있으시면 다른 주문을 완료 할 수 있도록 케이프를 사용하여 기꺼이 도와 줄 수 있습니까? 물론 당신의 어려움에 대해 당신에게 돈을 지불 할 것입니다. 내 재능을 고려할 때, 거래 후 마음이 바뀌기로 결정한 경우, 이전에 팔 았던 이전과 다른 케이프를 만들 수 있습니다.
qstr_I_have_already_shown|나는 이미 당신에게 Al-Aziz 광산의 위치를 보여주었습니다. 내 책 외에 당신과 거래해야 할 것이 없습니다!
qstr_I_can_show_you_where|Al-Aziz의 숨겨진 지뢰가 다이아몬드의 큰 주머니와 교환되는 위치를 보여줄 수 있습니다. ^지도에 표시하여 들어가서 살펴볼 수 있습니다.
qstr_Oh!_Yes_that_s_right|오! 네 맞습니다. 술을 너무 많이 마시면 기억에 영향을 미쳤습니다. 또 누구야?
qstr_I_do_not_have_such_a|거래 할 보석이 없습니다.
qstr_No_I_am_not_interest|아니요, 현재 해당지도에 관심이 없습니다.
qstr__You_have_discovered|Al-Aziz의 숨겨진 위치를 발견했습니다!
qstr_^Unfortunately_after|^ 안타깝게도, 어떤 조합을 3 번 사용한 후에도이 놀라운 연금술 마블은 당신의 힘을 잃고 그 효과는 반감됩니다.
qstr__Your_Strength_Agili|힘, 민첩성 및 카리스마가 {reg2} 증가했습니다.
qstr__Your_weapon_profici|무기 숙련도가 {reg3} 증가했습니다.
qstr__Your_Intelligence_h|귀하의 지능이 {reg2} 증가했습니다.
qstr__{s5}_s_Strength_Agi|{s5}의 힘, 민첩성 및 카리스마가 증가했습니다!.
qstr__{s5}_s_Intelligence|{s5}의 지능이 향상되었습니다!.
qstr__{s5}_s_weapon_profi|{s5}의 무기 숙련도가 증가했습니다!.
qstr_The_scribe_asked_you|서기관은 잃어버린 {s54}의성에 대한 오래된 이야기를 조사해 보라고 요청했습니다.
qstr_Speak_with_the_villa|자세한 내용은 마을 장로와 상담하십시오.
qstr_Vorador_further_sugg|Vorador는 계곡이 Pendor의 중앙 지역에 위치하고 있다고 제안했지만 동시에 멀리 떨어져 있기 때문에 많은 사람들이 그 존재에 대해 알지 못합니다. 작은 영구 기지를 설립하기에 좋은 곳인 것 같습니다.
qstr_The_valley_need_some|계곡은 좀 더 친절한 것을 만들기 위해 약간의 일이 필요합니다. 숙련 된 인력을 조직해야하며 {s54}가 시작하기에 좋은 곳인 것 같습니다.
qstr_{s16}_They_also_say_|그들은 또한 그녀가 그녀의 아름다움으로 유명하다고 말합니다.
qstr_A_villager_from_{s7}|{s7}의 한 주민이 피난처에서 도둑을 구해달라고 간청했습니다.
qstr_If_ye_be_looking_for|만약 당신이 Manhunters를 찾고 있다면, {reg63? sir : madam}. {reg3? Me 및 내 동료의 {reg4? {reg3} : 내 동료 중 하나} : 나는} 유능한 리더를 찾고 있습니다.
qstr_Well_met_my_{reg63?L|내 {reg63? Lord : Lady}를 만났습니다. 전사를 찾고 있다면 더 이상 보지 마십시오! {reg3? I 및 {reg4? {reg3} 내 동료 : 내 동료 중 하나}는 : 나는 좋은 임금을 찾고 {reg3? 우리의 스피어 : 내 스피어}를 사용하여 동전을 만들 기회를 찾고 있습니다.
qstr_Well_met_my_{reg63?Lo|내 {reg63? Lord : Lady}를 만났습니다. {reg3? I 및 {reg4? {reg3} 내 친구 : 내 친구 중 하나}는 다음과 같습니다 : 나는 모험과 모험을 제공 할 수있는 선장을 찾고 있습니다.
qstr_Aye_{reg63?Lord:Lady|예 {reg63? Lord : Lady}. {나의 도끼 형제 중 하나 인 {reg3? I와 {reg4? {reg3} ::}} {reg3? 우리의 배를 내 배}에 포도주로 채우고 금으로 주머니를 채울 항아리를 찾고 있습니다.
qstr_We_are_Jatu_{reg63?L|우리는 Jatu {reg63? Lord : Lady}입니다. 헌트 브라더스의 {reg3? I 및 {reg4? {reg3} : 헌트 브라더 중 하나} : {}} {reg3? our lances : my lance}를 영광으로 이끄는 Ride Master를 찾고 있습니다.
qstr_Well_met_{reg63?Lord|{reg63? Lord : Lady} Eorl을 만났습니다. 내 Highland Brothers의 {reg3? I 및 {reg4? {reg3} : 내 Highland Brothers 중 하나} : {reg3? our : my} 강철을 지휘 할 가치가있는 대장을 섬기려고합니다.
qstr_Aya_good_{reg63?Lord|아야 좋은 {reg63? Lord : Lady}. 내 동료의 {reg3? I 및 {reg4? {reg3} : 내 동료 중 하나}는 : 나는} 많은 인생을 개선하고자합니다. {reg3? us : me}에게 기회를 주 셨다면 {reg3? We : I}가 기꺼이 따라 오겠습니다.
qstr_Hail_good_{reg63?Lor|우박 {reg63? Lord : Lady}. 유능한 선장을 섬기려는 {reg3? I and {reg4? {reg3} : 내 자매 중 하나 :}입니다.
qstr_Hai_{reg63?Lord:Lady|Hai {reg63? Lord : Lady} 캡틴! {reg3? I and {reg4? {reg3} of 나의 동반자 : 나의 동반자 중 하나}는 : 나는이 이상한 땅에서 {reg3? us : me}를 이끌 수있는 유명한 모험가 아래에서 봉사하고자합니다.
qstr_Salute_{reg63?Lord:L|경례 {reg63? Lord : Lady} 캡틴! {reg3? 나와 내 자매의 {reg4? {reg3} : 내 자매 중 하나}는 : 저는 {reg3? we : I}가 {reg3? our : my } 침대가 쓰러졌다.
qstr_Oi!_Sein_Captain!_{r|오이! 세인 대장! {free3? I 및 {reg4? {reg3} 내 무료 형제 : 자유로운 형제 중 하나} : 카리스마를 따르고 수익성있는 선장이라고 말하겠습니다! {reg3? We : I} 와인, 여성 및 노래를위한 금을 얻기 위해 {reg3? our : my} 능력을 사용하려고합니다!
qstr_Salutations_camarada|인사말 카마라 다! 동료 동료의 {reg3? I 및 {reg4? {reg3} : 동료 동료 중 하나} : 스릴을 찾는 모험가의 파티에 참여하고 교활한 사령관을 따르고 싶습니다! {reg3? we : I}는 바클레이가 정복, 영광, 금의 옛 말을 따를 수 있기를 희망합니다.
qstr_Do_you_have_a_need_f|당신은 {reg63? sir : madam} 칼을 필요로합니까? 선장을 찾고있는 {reg3? Me 및 {reg4? {reg3} 내 동료 : 내 동료 중 하나} :
qstr_You_chose_well_{reg6|{reg63? sir : madam}을 잘 선택하셨습니다. 나의 젊은이들은 그들의 말을 지키고 임금을받는 방법을 알고 있습니다.
qstr_Well_done_{reg63?sir|잘하셨습니다, {reg63? sir : madam}. 돈과 와인을 계속 보내십시오. 펜 도르에는 두려움이 없습니다.
qstr_We_are_at_your_servi|우리는 당신의 서비스에 있습니다, {reg63? sir : madam}. 우리에게 전투 방향을 알려 주면 나머지는 할 것입니다.
qstr_current_relations_wi|현재 도시와의 관계 : {reg40}
qstr_The_Guildmaster_of_{|{s13}의 길드 마스터가 주변 시골의 약탈자를 처리하도록 요청했습니다.
qstr_{s9}_of_{s3}_asked_y|{s3}의 {s9}이 (가) {s6}의 {reg5} 단위를 7 일 안에 {s4}의 선술집에 배달하도록 요청했습니다.
qstr_Escort_the_merchant_|상인 카라반을 {s8} 마을로 안내하십시오.
qstr_Merchant_{s9}_of_{s4|{s4}의 상인 {s9}이 (가) 마을 근처의 번잡 한 도적을 사냥하라고 요청했습니다.
qstr_Guildmaster_of_{s4}_|{s4}의 길드 마스터가 도둑들에게 납치 된 소녀의 몸값을 지불하도록 {reg12} 디나르를주었습니다. {s3} 근처의 적을 만나서 몸값을 지불해야합니다. 그런 다음 소녀를 {s4} (으)로 다시 가져와야합니다.
qstr_Guildmaster_of_{s4}_p|{s4}의 길드 마스터는 {s12}와 {s13}이 (가) 더 이상 {s15}와 {s14} 사이의 평화 정착에 위협이되지 않도록 {reg12} 디나르에게 약속했습니다. 그렇게하려면, 당신은 그들을 납득 시키거나 그들이 포로가되어 있는지 확인하고 평화 협정이 체결 될 때까지 그렇게해야합니다.
qstr_The_Guildmaster_of_{s|{s14}의 길드 마스터가 {s14}의 거리를 위협하는 도적 그룹을 처리하도록 요청했습니다. 그들은 밤에만 나오고 길거리에서 고독한 여행자 만 공격합니다.
qstr_Guildmaster_of_{s10}|{s10}의 길드 마스터가 소 떼를 {s13} (으)로 이동하도록 요청했습니다. 대가로 {reg8} 디나르를 받게됩니다.
qstr_Pippa|피파
qstr_Daisy|데이지
qstr_Betsy|베시
qstr_Princess|공주님
qstr_{s5}|{s5}
qstr_He_is_not_commanding|그는 지금 어떤 남자에게도 명령하지 않습니다.
qstr_He_currently_command|그는 현재 {reg0} men {reg1?을 명령하며 그 중 {reg1}이 부상을 입었습니다 :}.
qstr_{s1}_militia_patrol|민병대 순찰 {s1}
qstr_There_is_no_castle_n|{s54} 옆에는 성이 없지만 마을 장로는 지역 강의 원천 근처에있는 오래된 폐허를 언급했으며 아주 오래된 산길에 자리 잡고 있습니다.
qstr_You_have_hired_{s2}_|숙련 된 건축업자 인 {s2}을 (를) 고용하여 건축에 도움을 줄 수 있어야합니다. 낮에는 {s54}에서 만나십시오.
qstr_In_order_to_make_{s5|{s54}를 더 친절하게 만들기 위해 {s2}에는 섬터 말 3 개, 도구 3 팩, 말린 고기 5 조각 및 에일 1 배럴이 필요합니다.
qstr_You_have_provided_re|필요한 소모품을 제공했습니다. 필요한 인력 (20 {s2})을 구성한 후 빌더와 대화하십시오.
qstr_The_construction_is_|공사가 진행 중입니다. 2 주 후에 돌아옵니다.
qstr_{reg63?Sir:Madam}_as|{reg63? Sir : Madam},이 수용소에 수용자를 구할 수있는 세포 나 감옥이 없습니다. 음식과 경비원도 문제가 될 것입니다. 내가 고용 한 사람이 몇 명 있지만 근처 지역을 정찰하여 적을 찾고 지역을 안전하게 유지합니다. 그 점에 비추어 당신이 내려온 죄수들을 풀어 주어야 할 것입니다. ^^ 다른 무엇을 할 수 있습니까?
qstr_What_can_I_do_for_yo|{reg63? sir : madam} 당신을 위해 무엇을 할 수 있습니까?
qstr_Hidden_Base:_{s3}_wa|숨겨진 기지 : {s3}이 (가) 말 주인으로 임명되었습니다.
qstr_Of_course_{reg63?sir|물론 {reg63? sir : madam}. 당신이 그것을 놓친 경우-수비대가 가득합니다.
qstr_Of_course_{reg63?sir:|물론 {reg63? sir : madam}. 당신이 그것을 놓친 경우에-더 많은 군인을위한 여분의 여지가 여전히 있습니다. 현재로서는 {reg34}에 강력합니다. {reg33}에 대해 더 많은 수비대를 가질 수 있습니다.
qstr_Before_you_do_{reg63|{reg63? sir : madam} 전에 주둔군이 화를 내고 있다는 것을 알아야합니다. 주둔지 사기가 급격히 감소하고 있으며 군인들 사이의 긴장이 고조되고 있습니다. 이 곳은 혼잡하기 때문에 일어나고 있습니다. 나는 심지어 치명적인 싸움조차도 시간 문제 일 뿐이라고 생각합니다. ^^ 현재 {reg34}가 여기에 주둔하지만이 장소는 {reg33} 만 지원할 수 있습니다.
qstr_Standard_round_shoul|표준 라운드이면 충분합니다. (100 %  HP)
qstr_Let_them_have_a_bit_|좀 더 재미있게 보내십시오! (500 %  HP)
qstr_I_d_like_a_long_figh|긴 싸움을 원합니다! (1000 %  HP)
qstr_Otherwise:|그렇지 않으면:
qstr___It_would_be_good_t|-대장장이가 있으면 좋을 것 같습니다.
qstr_{s2}^^{s3}|{s2} ^^ {s3}
qstr___We_could_make_a_bi|-우리는 당신의 병사들을위한 공간을 조금 더 만들 수있었습니다
qstr___A_designated_perso|-말을 돌볼 수있는 지정된 사람은 매우 귀중 할 것입니다.
qstr_Hidden_Base:_{s4}_wa|숨겨진 기지 : {s4}가 대장장이로 임명되었습니다.
qstr_Hidden_Base:_troops_|숨겨진 기지 : 병력이 50 증가했습니다.
qstr_Bring_one_of_the_{s4|{s4} 중 하나를 캠프 마스터에게 가져 오십시오.
qstr_Blacksmith_{s54}_has|대장장이 {s54}가 독특한 말 갑옷을 발견했습니다-입을 가치가있는 말을 찾으십시오.
qstr_Visit_the_old_Pendor|구 펜 도르 수도를 방문하여 어떤 품종이 입을 수 있는지 더 알아보십시오.
qstr_{reg1}_days_time|{reg1} 일 시간
qstr_1_day_time|1 일 시간
qstr_The_horse_looks_at_y|말은 설명 할 수없는 신비로운 유대감으로 당신을 바라 봅니다.
qstr_Horse_and_barding_sh|말과 바딩은 2 주 이내에 준비해야합니다.
qstr_What_item?|무슨 물건?
qstr_I_am_a_blacksmith_an|나는 대장장이이고 이런 유형의 아이템을 다루는 방법을 모른다. 아마도 Derafsh가 당신을 도울 수있을 것입니다.
qstr_I_am_a_blacksmith_and|나는 대장장이이고 이런 유형의 아이템을 다루는 방법을 모른다. 말 지식이있는 사람에게 물어보십시오.
qstr_I_am_just_an_apprent|나는 단지 견습생이며,이 항목을 더 이상 향상시키는 데 필요한 기술이 없습니다.
qstr__I_have_to_add_one_d|정말 열악한 상태이므로 하루를 추가해야합니다.
qstr__I_would_need_an_ext|갑옷은 더 많은 작업이 필요합니다.
qstr__I_am_still_not_too_|나는이 새로운 유형의 무기를 가지고 일하는 것에 대해 너무 자신이 없으며 매우 조심해야합니다.
qstr_Your_{s6}_should_be_|{s6}은 {reg1} 일 내에 준비되어야합니다. {s3} {s4} {s5}
qstr_within_{reg1}_more_d|{reg1} 이내에 더 많은 날
qstr_within_1_day|1 일 이내
qstr_What_horse_are_you_t|무슨 말을하는거야?
qstr_I_am_busy_enough_tak|나는이 모든 동물들을 돌 보느라 바쁘다 아마도 해롤드가 당신을 도울 수있을 것입니다.
qstr_I_can_help_you_only_|나는 말로만 당신을 도울 수 있습니다. 위조를 할 수있는 사람을 찾아야합니다.
qstr_This_animal_looks_he|이 동물은 나에게 건강 해 보인다. 더 훈련하려면 Jatu 말 마스터 중 하나가 필요합니다. 문제는 외부인에게는 효과가 없다는 것입니다.
qstr__I_have_to_add_5_day|이 말이 몸이 좋지 않아서 5 일을 더해야합니다.
qstr__I_have_dealt_with_J|저는 어렸을 때부터 Jatu 말을 다루었습니다. 나는 그들이 더 빨리 회복하게하는 몇 가지 트릭을 배웠다.
qstr__This_type_of_mount_|이 유형의 마운트는 나에게 새로운 것이므로 조심스럽게 다루어야합니다.
qstr_You_should_be_able_t|다음 {reg1} 일 내에이 {s6}을 (를) 타실 수 있습니다. {s3} {s4} {s5}
